  9290001	2023-05-02 05:37:30	1	0	1	0
   806020	2023-05-02 05:37:34	1	0	1	0
  9666664	2023-05-02 06:11:13	1	0	1	0
  9324348	2023-05-02 06:22:49	1	0	1	0
  9666451	2023-05-02 06:24:31	1	0	1	0
  9666478	2023-05-02 06:25:18	1	0	1	0
  9330143	2023-05-02 06:31:15	1	0	1	0
  9666524	2023-05-02 06:36:34	1	0	1	0
  9328289	2023-05-02 06:37:28	1	0	1	0
  9666729	2023-05-02 06:52:27	1	0	1	0
  9666516	2023-05-02 06:53:48	1	0	1	0
  9665595	2023-05-02 06:53:53	1	0	1	0
  9666354	2023-05-02 07:02:28	1	0	1	0
  9666427	2023-05-02 07:03:33	1	0	1	0
  9665749	2023-05-02 07:09:14	1	0	1	0
  9665609	2023-05-02 07:09:23	1	0	1	0
  9666338	2023-05-02 07:21:07	1	0	1	0
  9666346	2023-05-02 07:33:55	1	0	1	0
  9666613	2023-05-02 07:34:00	1	0	1	0
  9212938	2023-05-02 07:35:22	1	0	1	0
  9328246	2023-05-02 07:35:28	1	0	1	0
  9266569	2023-05-02 07:50:26	1	0	1	0
  9329773	2023-05-02 07:51:13	1	0	1	0
   510191	2023-05-02 07:54:01	1	0	1	0
  9665889	2023-05-02 07:54:46	1	0	1	0
  9666303	2023-05-02 08:07:07	1	0	1	0
  9210300	2023-05-02 08:13:18	1	0	1	0
  9666400	2023-05-02 08:16:23	1	0	1	0
  9666176	2023-05-02 08:17:09	1	0	1	0
  9666559	2023-05-02 08:18:10	1	0	1	0
  9666370	2023-05-02 08:24:15	1	0	1	0
  9666192	2023-05-02 08:24:22	1	0	1	0
  9666206	2023-05-02 08:26:11	1	0	1	0
  9666117	2023-05-02 08:32:06	1	0	1	0
  9210016	2023-05-02 08:33:11	1	0	1	0
  9665986	2023-05-02 08:44:09	1	0	1	0
  9210232	2023-05-02 08:44:13	1	0	1	0
  9328351	2023-05-02 08:46:59	1	0	1	0
  9670181	2023-05-02 09:03:25	1	0	1	0
  1325019	2023-05-02 09:49:36	1	0	1	0
  9666508	2023-05-02 10:19:04	1	0	1	0
  9666451	2023-05-02 13:29:25	1	0	1	0
   806020	2023-05-02 16:03:05	1	1	1	0
  9666427	2023-05-02 16:06:51	1	1	1	0
  9666478	2023-05-02 16:36:10	1	1	1	0
  9324348	2023-05-02 16:37:40	1	1	1	0
  9666451	2023-05-02 16:38:24	1	1	1	0
  9330143	2023-05-02 16:38:57	1	1	1	0
  9328289	2023-05-02 16:47:05	1	1	1	0
  9666516	2023-05-02 16:54:04	1	1	1	0
  9666524	2023-05-02 16:57:59	1	1	1	0
  9666729	2023-05-02 17:02:58	1	1	1	0
  9665595	2023-05-02 17:06:58	1	1	1	0
  9666354	2023-05-02 17:09:00	1	1	1	0
  9666664	2023-05-02 17:28:19	1	1	1	0
  9666346	2023-05-02 17:52:49	1	1	1	0
  9329773	2023-05-02 17:59:51	1	1	1	0
  9665889	2023-05-02 18:00:54	1	1	1	0
  9666338	2023-05-02 18:08:19	1	1	1	0
  9212938	2023-05-02 18:18:04	1	1	1	0
  9666400	2023-05-02 18:19:21	1	1	1	0
  9666508	2023-05-02 18:22:56	1	1	1	0
   510191	2023-05-02 18:29:56	1	1	1	0
  9666613	2023-05-02 18:32:29	1	1	1	0
  9666559	2023-05-02 18:32:41	1	1	1	0
  9666192	2023-05-02 18:36:36	1	1	1	0
  9666370	2023-05-02 18:36:45	1	1	1	0
  9328246	2023-05-02 18:37:11	1	1	1	0
  9210202	2023-05-02 18:38:20	1	1	1	0
  9665749	2023-05-02 18:39:57	1	1	1	0
  9666206	2023-05-02 18:40:07	1	1	1	0
  9210016	2023-05-02 18:52:10	1	1	1	0
  9210232	2023-05-02 19:06:10	1	1	1	0
  9210300	2023-05-02 19:10:57	1	1	1	0
  9666117	2023-05-02 19:29:45	1	1	1	0
  9665986	2023-05-02 19:36:20	1	1	1	0
  9666303	2023-05-02 19:37:43	1	1	1	0
  9665609	2023-05-02 19:40:55	1	1	1	0
  9266569	2023-05-02 20:00:09	1	1	1	0
  9670181	2023-05-02 20:00:16	1	1	1	0
  9328351	2023-05-02 20:17:29	1	1	1	0
  1325019	2023-05-02 21:06:37	1	1	1	0
