0017558|2023-02-01|1|603|603|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-01|1|603|603|4.0000|3|4.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-02|1|603|603|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-02|1|603|603|4.0000|3|4.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-03|1|603|603|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-03|1|603|603|4.0000|3|4.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-04|1|603|603|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-04|1|603|603|4.0000|3|4.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-05|1|603|603|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-05|1|603|603|4.0000|3|4.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-06|1|603|603|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-06|1|603|603|4.0000|3|4.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-07|1|603|603|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-07|1|603|603|4.0000|3|4.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-08|1|603|603|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-08|1|603|603|4.0000|3|4.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-09|1|603|603|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-09|1|603|603|4.0000|3|4.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-10|1|603|603|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-10|1|603|603|4.0000|3|4.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-11|1|603|603|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-11|1|603|603|4.0000|3|4.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-12|1|603|603|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-12|1|603|603|4.0000|3|4.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-13|1|603|603|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-13|1|603|603|4.0000|3|4.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-14|1|603|603|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-14|1|603|603|4.0000|3|4.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-15|1|603|603|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0017558|2023-02-15|1|603|603|4.0000|3|4.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0032247|2023-02-01|1|784|784|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0032247|2023-02-02|1|784|784|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0032247|2023-02-03|1|784|784|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0032247|2023-02-04|1|784|784|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0032247|2023-02-05|1|784|784|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0032247|2023-02-06|1|784|784|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0032247|2023-02-07|1|784|784|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0032247|2023-02-08|1|784|784|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0032247|2023-02-09|1|784|784|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0032247|2023-02-10|1|784|784|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0032247|2023-02-11|1|784|784|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0032247|2023-02-12|1|784|784|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0032247|2023-02-13|1|784|784|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0032247|2023-02-14|1|784|784|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0032247|2023-02-15|1|784|784|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
0039489|2023-02-01|1|2060|2060|8.0000|1|8.0000|0.0000|0.0000|0.0000|2023-02-15|ALDIN|2023-02-16
